obo.HP_0000503,obo.HP_0000503,1
obo.HP_0000503,obo.HP_0011816,0.18
obo.HP_0000503,obo.HP_0020125,0.78
obo.HP_0000503,obo.HP_0000260,0.05
obo.HP_0000503,obo.HP_0031604,0.25
obo.HP_0000503,obo.HP_0032106,0.78
obo.HP_0000503,obo.HP_0000996,0.4
obo.HP_0000503,obo.HP_0011222,0.4
obo.HP_0000503,obo.HP_0030845,0.72
obo.HP_0000503,obo.HP_0011802,0.19
obo.HP_0000503,obo.HP_0000256,0.18
obo.HP_0000503,obo.HP_0002003,0.48
obo.HP_0000503,obo.HP_0006282,0.07
obo.HP_0000503,obo.HP_0000677,0.13
obo.HP_0000503,obo.HP_0000434,0.4
obo.HP_0000503,obo.HP_0000268,0.18
obo.HP_0000503,obo.HP_0006285,0.13
obo.HP_0000503,obo.HP_0000212,0.19
obo.HP_0000503,obo.HP_0001144,0.66
obo.HP_0000503,obo.HP_0011063,0.19
obo.HP_0000503,obo.HP_0000269,0.11
obo.HP_0000503,obo.HP_0002000,0.32
obo.HP_0000503,obo.HP_0010635,0.32
obo.HP_0000503,obo.HP_0500069,0.62
obo.HP_0000503,obo.HP_0009794,0.32
obo.HP_0000503,obo.HP_0000692,0.25
obo.HP_0000503,obo.HP_0000687,0.19
obo.HP_0000503,obo.HP_0010634,0.32
obo.HP_0000503,obo.HP_0009795,0.25
obo.HP_0011816,obo.HP_0011816,1
obo.HP_0011816,obo.HP_0020125,0.25
obo.HP_0011816,obo.HP_0000260,0.42
obo.HP_0011816,obo.HP_0031604,0.71
obo.HP_0011816,obo.HP_0032106,0.25
obo.HP_0011816,obo.HP_0000996,0.4
obo.HP_0011816,obo.HP_0011222,0.4
obo.HP_0011816,obo.HP_0030845,0.25
obo.HP_0011816,obo.HP_0011802,0.18
obo.HP_0011816,obo.HP_0000256,0.6
obo.HP_0011816,obo.HP_0002003,0.49
obo.HP_0011816,obo.HP_0006282,0.05
obo.HP_0011816,obo.HP_0000677,0.11
obo.HP_0011816,obo.HP_0000434,0.4
obo.HP_0011816,obo.HP_0000268,0.6
obo.HP_0011816,obo.HP_0006285,0.11
obo.HP_0011816,obo.HP_0000212,0.18
obo.HP_0011816,obo.HP_0001144,0.49
obo.HP_0011816,obo.HP_0011063,0.18
obo.HP_0011816,obo.HP_0000269,0.51
obo.HP_0011816,obo.HP_0002000,0.32
obo.HP_0011816,obo.HP_0010635,0.32
obo.HP_0011816,obo.HP_0500069,0.18
obo.HP_0011816,obo.HP_0009794,0.56
obo.HP_0011816,obo.HP_0000692,0.25
obo.HP_0011816,obo.HP_0000687,0.18
obo.HP_0011816,obo.HP_0010634,0.32
obo.HP_0011816,obo.HP_0009795,0.48
obo.HP_0020125,obo.HP_0020125,1
obo.HP_0020125,obo.HP_0000260,0.11
obo.HP_0020125,obo.HP_0031604,0.32
obo.HP_0020125,obo.HP_0032106,0.94
obo.HP_0020125,obo.HP_0000996,0.48
obo.HP_0020125,obo.HP_0011222,0.48
obo.HP_0020125,obo.HP_0030845,0.84
obo.HP_0020125,obo.HP_0011802,0.25
obo.HP_0020125,obo.HP_0000256,0.25
obo.HP_0020125,obo.HP_0002003,0.56
obo.HP_0020125,obo.HP_0006282,0.13
obo.HP_0020125,obo.HP_0000677,0.19
obo.HP_0020125,obo.HP_0000434,0.48
obo.HP_0020125,obo.HP_0000268,0.25
obo.HP_0020125,obo.HP_0006285,0.19
obo.HP_0020125,obo.HP_0000212,0.25
obo.HP_0020125,obo.HP_0001144,0.76
obo.HP_0020125,obo.HP_0011063,0.25
obo.HP_0020125,obo.HP_0000269,0.18
obo.HP_0020125,obo.HP_0002000,0.4
obo.HP_0020125,obo.HP_0010635,0.4
obo.HP_0020125,obo.HP_0500069,0.72
obo.HP_0020125,obo.HP_0009794,0.4
obo.HP_0020125,obo.HP_0000692,0.32
obo.HP_0020125,obo.HP_0000687,0.25
obo.HP_0020125,obo.HP_0010634,0.4
obo.HP_0020125,obo.HP_0009795,0.32
obo.HP_0000260,obo.HP_0000260,1
obo.HP_0000260,obo.HP_0031604,0.51
obo.HP_0000260,obo.HP_0032106,0.11
obo.HP_0000260,obo.HP_0000996,0.25
obo.HP_0000260,obo.HP_0011222,0.25
obo.HP_0000260,obo.HP_0030845,0.11
obo.HP_0000260,obo.HP_0011802,0.05
obo.HP_0000260,obo.HP_0000256,0.42
